,TF,Target
428,3276,2143
429,1932,421
430,252,3532
431,621,1844
432,1070,3117
433,1112,3041
434,621,3770
435,621,691
436,628,3571
437,1235,1107
438,1669,1859
439,2994,2936
440,1820,1823
441,621,194
442,771,1355
443,806,955
444,628,1914
445,1274,1850
446,621,933
447,2530,2561
448,3396,1587
449,1087,368
450,339,230
451,2217,670
452,339,702
453,3431,928
454,3437,421
455,2753,1913
456,252,1469
457,771,3657
458,2753,379
459,3331,530
460,2994,2663
461,1274,2855
462,3276,2491
463,771,3108
464,1932,1446
465,2753,2963
466,2530,1840
467,1274,1934
468,1087,3111
469,3332,3258
470,3396,3872
471,1247,150
472,3276,2161
473,252,1483
474,1107,578
475,324,1977
476,3396,3922
477,314,1254
478,3331,1640
479,1869,785
480,1087,2234
481,1274,1397
482,1932,2978
483,3428,1184
484,628,2938
485,1669,1461
486,1820,1006
487,3276,3295
488,3396,2378
489,3428,565
490,1251,405
491,1107,3199
492,1107,3920
493,628,945
494,2993,315
495,1274,3906
496,2551,3532
497,2993,2261
498,1251,2086
499,806,3537
500,1107,3995
501,314,1421
502,1623,1995
503,1932,355
504,2994,2019
505,3331,56
506,1087,3549
507,1932,2611
508,1669,2079
509,1087,2682
510,1235,1275
511,1932,929
512,1820,2460
513,1247,563
514,330,2491
515,2551,1469
516,1251,2657
517,2510,2978
518,3332,1939
519,3431,2956
520,1618,1843
521,3331,1712
522,2993,1645
523,330,2161
524,3276,88
525,2550,209
526,628,1943
527,621,1897
528,486,2282
529,621,3419
530,2735,1914
531,3935,2619
532,1957,1369
533,1274,3369
534,2530,1858
535,2753,2927
536,1957,1111
537,1274,3527
538,330,3295
539,1957,2793
540,1251,227
541,3396,8
542,2993,503
543,2753,3750
544,1932,1339
545,1274,2439
546,3396,3154
547,1932,2314
548,2530,3102
549,3396,1093
550,3276,2092
551,2993,2373
552,806,1133
553,1247,230
554,1235,3775
555,2217,2924
556,628,3999
557,628,1005
558,3331,144
559,3276,1637
560,1114,3494
561,1107,835
562,806,991
563,330,2705
564,1618,2655
565,621,3137
566,3333,3341
567,1112,1844
568,1114,2702
569,1274,2929
570,2735,945
571,330,1748
572,1235,2544
573,1112,194
574,1251,2949
575,330,3445
576,1957,1473
577,806,781
578,3277,1591
579,3428,1788
580,486,144
581,2117,1442
582,1235,2734
583,3277,3522
584,1274,1280
585,1235,3876
586,2550,1385
587,621,138
588,366,2667
589,1087,1166
590,1112,3847
591,1087,41
592,3396,597
593,628,880
594,3437,1071
595,2994,695
596,1247,3782
597,3331,1749
598,1274,518
599,2753,150
600,3331,3570
601,628,990
602,3999,2662
603,314,101
604,314,678
605,1932,486
606,806,2487
607,1235,1670
608,252,560
609,806,1582
610,3333,3032
611,621,3543
612,2993,2104
613,1087,1019
614,3328,405
615,1046,1672
616,330,1637
617,1112,129
618,1251,1007
619,3276,1287
620,621,1962
621,1618,1073
622,3431,1369
623,3276,1376
624,3396,2921
625,3277,2817
626,2551,2822
627,1247,1014
628,3431,643
629,1107,1752
630,1087,2521
631,3295,2136
632,314,1492
633,1289,1042
634,1235,2714
635,2217,916
636,2551,1855
637,621,2407
638,486,1384
639,1957,3857
640,252,3230
641,3437,1935
642,2530,2533
643,1235,2587
644,2994,854
645,806,2691
646,771,210
647,3396,395
648,806,2720
649,2753,563
650,1087,1070
651,339,3505
652,1274,1345
653,1112,3237
654,806,1253
655,486,2342
656,1932,508
657,1251,2205
658,252,1439
659,1114,2932
660,2217,3498
661,628,1700
662,1112,686
663,1274,2930
664,1820,887
665,3276,1877
666,1932,3224
667,252,1965
668,2994,2480
669,1247,2404
670,2550,62
671,806,810
672,1112,3419
673,628,3565
674,806,3267
675,1932,1020
676,339,490
677,366,2630
678,1820,3258
679,3331,3256
680,806,3768
681,3333,3468
682,3276,516
683,314,44
684,1247,335
685,771,1566
686,1235,2017
687,330,1287
688,330,3226
689,771,3616
690,1820,1486
691,771,141
692,1112,2050
693,1087,215
694,1114,2154
695,1235,3669
696,2994,1511
697,771,2392
698,2735,990
699,1932,3794
700,1235,1155
701,1274,790
702,330,3927
703,621,794
704,1235,1081
705,771,2416
706,3437,1913
707,1235,3022
708,1251,2223
709,2993,2465
710,1251,2169
711,1932,2170
712,1107,1778
713,3331,3433
714,1251,3090
715,621,707
716,2550,1248
717,3999,3110
718,1932,3912
719,1087,760
720,339,115
721,806,1578
722,2530,1241
723,3431,3857
724,339,1581
725,366,3427
726,330,1250
727,1112,3935
728,1274,1217
729,339,1177
730,339,3678
731,2753,3782
732,1669,1291
733,1112,1228
734,3328,1293
735,3333,3660
736,3999,205
737,3333,1468
738,252,2085
739,1618,455
740,1932,2005
741,1112,3130
742,1932,609
743,1112,3543
744,366,39
745,1820,1906
746,3333,64
747,1289,1806
748,1274,166
749,3396,31
750,2994,2246
751,3331,1685
752,1623,220
753,324,3393
754,1274,714
755,252,26
756,1932,1547
757,3277,1362
758,1235,830
759,1623,1450
760,3276,746
761,771,1947
762,1289,1858
763,3396,1849
764,1274,3412
765,806,3331
766,1112,78
767,1618,2958
768,2217,1803
769,1112,1731
770,1235,2791
771,1107,2083
772,1289,1136
773,1618,183
774,1820,1983
775,628,1984
776,3328,2205
777,621,3824
778,1618,2682
779,1114,2363
780,1274,2027
781,1107,3602
782,2993,3781
783,2530,2548
784,628,521
785,3999,1789
786,1070,2671
787,3333,73
788,1251,33
789,252,48
790,1932,1307
791,2551,2119
792,324,3526
793,1070,3485
794,1247,3679
795,2530,3820
796,1235,3344
797,628,415
798,628,3320
799,2551,2085
800,2530,3497
801,366,7
802,806,3987
803,2530,2920
804,621,1702
805,330,746
806,2217,2502
807,2993,1400
808,2551,26
809,3276,1065
810,628,2139
811,1623,2960
812,628,2163
813,1274,2135
814,3276,171
815,1087,1318
816,339,2421
817,3276,1799
818,3431,343
819,3333,3958
820,3276,460
821,1247,115
822,1932,2568
823,314,87
824,1247,1581
825,2530,271
826,1070,3955
827,251,731
828,3276,3027
829,621,1953
830,3276,2301
831,1820,1543
832,3396,2662
833,1251,2680
834,771,2253
835,621,3840
836,628,3791
837,621,1304
838,1932,1386
839,628,2074
840,2993,2491
841,1112,707
842,3295,3193
843,621,912
844,2530,3110
845,1957,1276
846,2994,1641
847,2550,3237
848,3276,1373
849,1235,2049
850,314,2373
851,314,1544
852,621,2194
853,1251,3405
854,1932,775
855,252,903
856,3431,923
857,1274,2591
858,3428,2667
859,2217,2136
860,1112,2029
861,3396,1285
862,1623,1006
863,1289,2647
864,1114,1387
865,1235,3423
866,330,1799
867,330,460
868,2994,454
869,3437,2129
870,330,1665
871,3295,330
872,2753,2925
873,1957,2934
874,324,688
875,1087,3842
876,1274,3087
877,330,3027
878,339,976
879,3276,333
880,3276,3201
881,1569,3798
882,2994,3073
883,806,2938
884,1112,467
885,3333,2207
886,1274,397
887,771,2667
888,2551,52
889,1251,556
890,1114,1156
891,3276,2478
892,2993,3445
893,1235,184
894,1618,1070
895,314,622
896,1932,230
897,1932,702
898,2551,222
899,1107,1772
900,1669,2936
901,1112,673
902,806,3754
903,1087,748
904,1618,3658
905,2753,3679
906,1247,449
907,3333,112
908,1957,590
909,1087,1776
910,3333,955
911,1114,3352
912,2217,2470
913,1623,804
914,621,3771
915,621,1961
916,2994,293
917,1107,2397
918,2994,2564
919,3431,1276
920,806,1943
921,1623,3174
922,330,333
923,1107,2789
924,314,2774
925,1289,1241
926,366,3425
927,1289,3683
928,2550,3130
929,2993,3656
930,2550,720
931,339,3426
932,628,221
933,771,3067
934,1251,1615
935,1618,215
936,1251,1558
937,1820,1481
938,2753,1581
939,621,1164
940,252,1839
941,330,576
942,1087,1668
943,339,2952
944,330,2478
945,1274,3383
946,1112,1953
947,1070,406
948,3431,2934
949,771,489
950,1289,1546
951,339,1114
952,771,2630
953,1087,816
954,806,3999
955,628,1490
956,1112,1707
957,806,1005
958,1107,495
959,1087,1636
960,2994,124
961,1087,3396
962,628,3135
963,1247,2322
964,621,68
965,1112,1304
966,1114,1230
967,252,2020
968,2530,2250
969,621,2095
970,3333,3537
971,1087,1179
972,1932,1014
973,1112,912
974,1112,1507
975,2993,3908
976,1114,2094
977,628,1925
978,3331,2033
979,1247,976
980,366,1171
981,1112,2194
982,1087,3960
983,806,2788
984,1869,845
985,1274,3914
986,628,1586
987,1087,1760
988,806,3198
989,1618,2931
990,1107,3400
991,3431,2719
992,314,1047
993,2530,3002
994,1251,689
995,1932,384
996,3332,2167
997,339,2975
998,621,655
999,771,3427
1000,1087,2464
1001,1618,302
1002,3276,214
1003,2530,3834
1004,628,1554
1005,252,2204
1006,324,3731
1007,3276,3610
1008,2551,2020
1009,628,3895
1010,621,652
1011,3333,1133
1012,1247,256
1013,3276,426
1014,251,994
1015,3437,335
1016,324,1515
1017,2217,433
1018,314,2966
1019,1251,803
1020,771,2155
1021,3333,991
1022,1274,1563
1023,3396,3015
1024,1087,189
1025,2993,1250
1026,2994,3771
1027,3428,2306
1028,1623,704
1029,621,164
1030,2551,346
1031,330,3001
1032,628,1295
1033,1107,3494
1034,3333,781
1035,1247,2952
1036,1274,2652
1037,1251,3589
1038,806,1700
1039,1820,3584
1040,2530,2724
1041,2735,1925
1042,1112,1706
1043,1669,3196
1044,1107,2702
1045,1274,3932
1046,1247,1114
1047,252,2449
1048,1107,3818
1049,1070,1662
1050,806,2962
1051,1618,1141
1052,3276,1838
1053,330,214
1054,2994,1538
1055,1618,459
1056,339,620
1057,2217,3690
1058,2217,3193
1059,330,3610
1060,1251,111
1061,3328,1489
1062,2993,1262
1063,1114,1061
1064,3276,2632
1065,1274,1855
1066,621,1042
1067,252,2370
1068,1931,171
1069,1932,3324
1070,2530,2537
1071,621,2687
1072,2530,2821
1073,330,806
1074,1070,3719
1075,1112,68
1076,1235,3963
1077,1932,3505
1078,1247,2089
1079,1669,3134
1080,1112,2095
1081,252,628
1082,2217,330
1083,3396,1718
1084,1931,2301
1085,621,3721
1086,3333,2691
1087,1087,1174
1088,2117,2359
1089,252,380
1090,339,264
1091,3333,1253
1092,252,1411
1093,1669,2480
1094,2994,1342
1095,3999,2698
1096,3396,2329
1097,339,1825
1098,3999,2175
1099,3428,12
1100,621,2561
1101,2994,1677
1102,1289,1789
1103,771,1986
1104,1087,2125
1105,1235,2846
1106,3328,689
1107,3333,3267
1108,1114,2628
1109,324,3564
1110,2530,2255
1111,1107,2932
1112,1623,1983
1113,806,1350
1114,1289,939
1115,252,1080
1116,621,1840
1117,2551,2370
1118,252,471
1119,1274,1888
1120,1087,1083
1121,628,2222
1122,3276,1257
1123,252,2543
1124,2993,38
1125,1235,3117
1126,2551,3652
1127,2753,256
1128,3437,3679
1129,1247,1254
1130,3277,726
1131,1669,840
1132,1932,3646
1133,3396,3718
1134,3331,1344
1135,621,186
1136,2994,164
1137,366,2990
1138,1107,2154
1139,1932,115
1140,3396,2641
1141,621,3362
1142,3276,559
1143,3276,1900
1144,1957,3852
1145,2994,3872
1146,314,2673
1147,1932,1186
1148,3999,2782
1149,1932,1177
1150,252,1054
1151,1070,370
1152,1932,3678
1153,1932,2593
1154,1618,748
1155,2551,1113
1156,1247,1421
1157,1107,3576
1158,2993,2550
1159,1820,2389
1160,1618,1776
1161,486,1344
1162,1957,1452
1163,771,1056
1164,3437,1581
1165,3999,1882
1166,2993,1799
1167,628,3723
1168,628,3694
1169,628,1562
1170,1669,2182
1171,324,3910
1172,771,2877
1173,621,2649
1174,2217,1669
1175,314,3357
1176,339,3228
1177,2994,1459
1178,1112,3428
1179,3276,1912
1180,2993,3025
1181,621,802
1182,324,1842
1183,2510,1177
1184,621,1858
1185,3276,110
1186,2217,1652
1187,1618,1668
1188,1274,90
1189,1274,849
1190,3331,1185
1191,1112,2425
1192,2551,281
1193,1112,2687
1194,1070,2479
1195,2993,1086
1196,621,3102
1197,2217,424
1198,486,2540
1199,621,1136
1200,1869,3685
1201,3431,3540
1202,1618,475
1203,3276,2078
1204,3333,3331
1205,1251,2352
1206,1289,1272
1207,1112,3721
1208,3331,3525
1209,3276,468
1210,1251,650
1211,1618,1179
1212,2530,2115
1213,1087,2229
1214,2994,8
1215,339,1139
1216,2994,2561
1217,2994,3154
1218,1618,3960
1219,1618,1438
1220,628,3319
1221,2551,1442
1222,2993,3201
1223,2993,333
1224,330,1912
1225,1289,3124
1226,2530,2175
1227,1957,451
1228,1107,2363
1229,1820,2764
1230,3331,786
1231,1274,26
1232,2530,3306
1233,2550,1706
1234,3276,187
1235,2217,1290
1236,771,2232
1237,1932,2421
1238,806,1809
1239,3431,1452
1240,1618,1760
1241,1087,162
1242,2217,3312
1243,1046,2718
1244,1112,2626
1245,1235,917
1246,3276,133
1247,1618,762
1248,1274,3119
1249,1618,2196
1250,771,1171
1251,1932,2338
1252,2753,1254
1253,330,2557
1254,3999,1092
1255,3277,3105
1256,1251,3161
1257,628,3081
1258,330,468
1259,1820,3699
1260,3331,2259
1261,1235,2841
1262,1235,109
1263,1112,186
1264,330,2069
1265,621,217
1266,1112,845
1267,2994,597
1268,339,1753
1269,1112,3362
1270,1235,1130
1271,1114,1958
1272,2994,3365
1273,2753,1191
1274,1820,3558
1275,1247,1492
1276,339,861
1277,324,1674
1278,1087,3783
1279,1112,3013
1280,2753,1421
1281,1289,3361
1282,2530,2109
1283,1274,1347
1284,621,342
1285,621,2533
1286,1112,639
1287,1669,1641
1288,314,796
1289,252,356
1290,1087,2081
1291,621,2647
1292,1820,2111
1293,1618,3702
1294,2994,2921
1295,2530,3686
1296,1070,2284
1297,2994,712
1298,1112,2649
1299,628,2118
1300,1070,3880
1301,1087,84
1302,1251,273
1303,1932,976
1304,771,2287
1305,3331,579
1306,621,3864
1307,1112,311
1308,3331,2933
1309,1112,802
1310,1235,3850
1311,628,3461
1312,2117,3280
1313,3276,915
1314,1618,1260
1315,1112,1858
1316,1251,1600
1317,252,290
1318,1235,682
1319,1251,1447
1320,1247,44
1321,3437,976
1322,1274,52
1323,628,2809
1324,1114,1494
1325,3437,671
1326,1274,697
1327,330,3079
1328,3431,2908
1329,806,3003
1330,1112,3102
1331,1289,2255
1332,1618,1505
1333,1112,1136
1334,3431,1818
1335,251,1145
1336,2530,3368
1337,3277,1794
1338,2994,1576
1339,1289,2747
1340,1274,222
1341,3431,710
1342,2530,1880
1343,1087,2777
1344,1932,3595
1345,1112,1085
1346,1087,1948
1347,366,3256
1348,1251,364
1349,3276,669
1350,314,1262
1351,771,377
1352,3276,2011
1353,3437,765
1354,1247,961
1355,3999,3308
1356,1112,2569
1357,1274,3338
1358,806,1244
1359,1087,2950
1360,3333,3754
1361,1107,1156
1362,3276,3918
1363,1669,293
1364,1087,2190
1365,1669,2564
1366,621,1241
1367,1251,1728
1368,2993,77
1369,1070,2279
1370,1932,3426
1371,1235,3158
1372,339,87
1373,621,3683
1374,3935,2695
1375,806,2826
1376,3396,2782
1377,3276,3633
1378,1820,2637
1379,1820,2146
1380,314,22
1381,1932,2952
1382,1087,1661
1383,1087,922
1384,2994,213
1385,3276,1427
1386,2550,1609
1387,2735,3345
1388,1107,3352
1389,2217,606
1390,1932,1114
1391,1932,1580
1392,628,1144
1393,1618,1083
1394,1932,1243
1395,3333,950
1396,3396,1882
1397,1112,2941
1398,771,3169
1399,1957,3884
1400,1932,1696
1401,2551,1251
1402,3277,2210
1403,806,242
1404,1112,217
1405,1087,884
1406,339,2373
1407,2530,3648
1408,1618,737
1409,3277,1865
1410,314,1037
1411,1274,613
1412,3396,3336
1413,252,6
1414,1112,3516
1415,2753,1492
1416,3428,2990
1417,1618,2358
1418,1289,326
1419,330,3918
1420,1112,342
1421,1112,2533
1422,3131,1712
1423,1087,940
1424,3396,2438
1425,1251,3420
1426,1932,2944
1427,2994,31
1428,252,1597
1429,1932,2089
1430,1107,1230
1431,3276,1288
1432,621,2548
1433,1087,3924
1434,1235,2432
1435,1623,831
1436,628,997
1437,1112,3864
1438,1112,339
1439,252,100
1440,1235,3152
1441,3276,2286
1442,3333,2788
1443,1087,3414
1444,1932,2975
1445,251,1116
1446,1932,3806
1447,621,2105
1448,1087,2984
1449,628,1820
1450,1289,2698
1451,621,3497
1452,2753,44
1453,621,743
1454,3431,1221
1455,621,2920
1456,1087,1051
1457,3276,5
1458,1087,3440
1459,1932,3862
1460,3437,3806
1461,3277,2007
1462,1274,921
1463,1669,473
1464,771,3212
1465,252,2037
1466,1235,2671
1467,628,239
1468,621,271
1469,1235,3485
1470,1247,87
1471,3437,341
1472,1618,2229
1473,628,1163
1474,1932,3587
1475,3276,1087
1476,1957,2581
1477,3396,1092
1478,1623,2943
1479,1070,2124
1480,2530,3308
1481,2530,3509
1482,1251,3069
1483,621,3110
1484,1112,1241
1485,1932,620
1486,252,562
1487,1957,3394
1488,1112,479
1489,3428,240
1490,1112,3683
1491,1247,2373
1492,1247,1544
1493,1932,55
1494,2994,2662
1495,1235,3955
1496,771,1712
1497,1932,3627
1498,3331,2080
1499,3333,2962
1500,486,2131
1501,1618,162
1502,1112,1148
1503,3277,1618
1504,2735,997
1505,806,3103
1506,3333,85
1507,3428,144
1508,3396,3060
1509,1087,405
1510,1070,1859
1511,1274,3095
1512,1114,2136
1513,3431,2123
1514,2551,1375
1515,1087,2086
1516,1087,3290
1517,1932,1847
1518,2550,3102
1519,628,195
1520,2994,1285
1521,628,185
1522,1247,2028
1523,1932,264
1524,2994,1710
1525,252,2435
1526,1112,3040
1527,1251,1143
1528,3276,919
1529,3431,2922
1530,3999,2455
1531,2217,3404
1532,1669,3608
1533,339,3034
1534,1107,1061
1535,1820,2423
1536,1087,1737
1537,3431,3752
1538,3431,550
1539,3428,1749
1540,628,2955
1541,3935,761
1542,3428,3570
1543,1957,936
1544,621,1105
1545,1274,2198
1546,1618,2081
1547,1112,2548
1548,1820,3093
1549,1087,2991
1550,1669,1342
1551,1247,622
1552,628,2743
1553,339,1047
1554,621,1789
1555,1274,285
1556,1289,2099
1557,1618,1793
1558,2510,1847
1559,1669,1677
1560,486,1215
1561,621,2212
1562,1932,3358
1563,3277,2690
1564,324,2798
1565,1112,2105
1566,3431,2753
1567,2993,3486
1568,1112,743
1569,1669,3735
1570,621,939
1571,1112,2920
1572,3428,2342
1573,1274,2235
1574,1087,529
1575,2993,3753
1576,3333,2863
1577,771,1749
1578,1114,2470
1579,1274,3652
1580,1247,2774
1581,314,2907
1582,339,2966
1583,1251,1938
1584,2993,3958
1585,330,919
1586,330,314
1587,1618,548
1588,1932,2802
1589,2530,3517
1590,1112,271
1591,621,3736
1592,1957,1128
1593,252,3278
1594,3276,3467
1595,1623,2764
1596,1618,2777
1597,771,2342
1598,771,2860
1599,1114,2837
1600,1274,1113
1601,628,2506
1602,1618,1948
1603,3431,2270
1604,1669,3872
1605,3276,3875
1606,1289,1927
1607,252,410
1608,2994,3110
1609,3328,3069
1610,1669,3922
1611,621,2250
1612,314,448
1613,2550,2533
1614,2550,342
1615,3276,635
1616,3276,1388
1617,3277,847
1618,339,3781
1619,1669,2536
1620,3437,678
1621,1618,2950
1622,3276,3389
1623,3428,2602
1624,1932,2183
1625,3428,2302
1626,314,1957
1627,2994,205
1628,3276,1165
1629,2753,1544
1630,3431,2327
1631,3935,1332
1632,1235,902
1633,3431,159
1634,1623,3699
1635,1669,1459
1636,3396,2202
1637,3437,3228
1638,1618,1661
1639,1087,2872
1640,1618,922
1641,3276,2942
1642,2993,3079
1643,1235,2413
1644,1274,281
1645,1114,3354
1646,2551,1308
1647,1820,3437
1648,1820,2422
1649,486,1197
1650,771,2302
1651,621,3002
1652,1247,1047
1653,330,3875
1654,1618,884
1655,621,1272
1656,330,2443
1657,1289,3831
1658,621,3834
1659,1070,3471
1660,1869,3741
1661,628,160
1662,1932,1139
1663,2117,1066
1664,628,2801
1665,3437,1072
1666,1087,2205
1667,1932,1607
1668,330,3389
1669,621,3221
1670,3277,621
1671,1274,1660
1672,330,1165
1673,1669,8
1674,628,1363
1675,3276,2343
1676,252,2755
1677,1251,3691
1678,3431,1128
1679,1618,1282
1680,2753,622
1681,1112,1105
1682,1247,2966
1683,1251,135
1684,621,3124
1685,2993,915
1686,1669,1093
1687,1957,2862
1688,1247,3887
1689,621,3877
1690,3276,3766
1691,324,2814
1692,1114,433
1693,330,2942
1694,330,2948
1695,1087,2906
1696,3428,1685
1697,2550,1241
1698,1235,1870
1699,1251,1883
1700,628,971
1701,1618,3414
1702,3331,3175
1703,1235,2781
1704,1112,939
1705,621,2724
1706,3431,47
1707,1274,1910
1708,1087,2660
1709,330,3913
1710,2753,2774
1711,314,2412
1712,2994,3015
1713,1274,3036
1714,1618,3440
1715,252,1743
1716,1289,2258
1717,1087,2530
1718,330,1594
1719,1087,146
1720,1087,773
1721,3431,224
1722,339,2673
1723,2993,669
1724,1087,2223
1725,1932,1753
1726,1247,3781
1727,3331,304
1728,3396,793
1729,1112,3736
1730,771,1685
1731,1820,309
1732,252,407
1733,771,2567
1734,2530,3952
1735,3331,236
1736,1820,3065
1737,1114,3193
1738,1869,999
1739,3328,2830
1740,3431,3815
1741,1087,3090
1742,621,3361
1743,621,2537
1744,1112,3786
1745,1251,787
1746,1235,2679
1747,2530,901
1748,621,2821
1749,3396,2695
1750,3428,2251
1751,339,1748
1752,1107,3797
1753,2550,3040
1754,1112,2250
1755,1235,1662
1756,3396,3961
1757,1289,1470
1758,1623,2146
1759,3276,3250
1760,806,2507
1761,1869,288
1762,486,1890
